#,name,type1,type2,total,hp,attack,defence,sp atk,sp def,speed,generation,legendary,strong against,weak against,other,evol level,evol cond,shape,color,height,weight
467,Magmortar,Fire,,540,75,95,67,125,95,83,4,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A,wings,#A8A878,3,21
468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,FALSE,"Dark, Dragon, Fighting, Bug, Fighting, Grass","Poison, Steel, Electric, Ice, Rock","Immune to Dragon, Immune to Ground",#N/A,#N/A,wings,#A8A878,6,150
469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,FALSE,"Dark, Grass, Psychic, Bug, Fighting, Grass","Fire, Flying, Rock, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,wings,#A8A878,12,290
470,Leafeon,Grass,,525,65,110,130,60,65,95,4,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,quadruped,#F8D030,8,298
471,Glaceon,Ice,,525,65,60,110,130,95,65,4,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A,quadruped,#F8D030,16,795
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,FALSE,"Electric, Fire, Poison, Rock, Steel, Bug, Fighting, Grass","Grass, Ice, Water, Electric, Ice, Rock","Immune to Electric; Not Effective Against Flying, Immune to Ground",#N/A,#N/A,legs,#B8A038,4,180
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,FALSE,"Dragon, Flying, Grass, Ground, Electric, Fire, Poison, Rock, Steel","Fighting, Fire, Rock, Steel, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,tentacles,#B8A038,9,1020
474,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,tentacles,#B8A038,17,2600
475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,FALSE,"Fight, Poison, Dark, Ice, Normal, Rock, Steel","Bug, Dark, Ghost, Fairy, Flying, Psychic","Not Effective Against Dark, Not Effective Against Ghost",#N/A,#N/A,wings,#F85888,4,21
475,GalladeMega Gallade,Psychic,Fighting,618,68,165,95,65,115,110,4,FALSE,"Fight, Poison, Dark, Ice, Normal, Rock, Steel","Bug, Dark, Ghost, Fairy, Flying, Psychic","Not Effective Against Dark, Not Effective Against Ghost",#N/A,#N/A,wings,#F85888,9,105
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,FALSE,"Bug, Fire, Flying, Ice, Fairy, Ice, Rock","Fight, Grass, Ground, Steel, Water, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A,upright,#E0C068,3,85
477,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,humanoid,#E0C068,7,404
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,FALSE,"Dragon, Flying, Grass, Ground, Ghost, Psychic","Fighting, Fire, Rock, Steel, Dark, Ghost","nan, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,upright,#A8A878,11,310
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,FALSE,"Flying, Water, Ghost, Psychic","Ground, Dark, Ghost","Not Effective Against Ground, Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,humanoid,#C03028,6,125
479,RotomHeat Rotom,Electric,Fire,520,50,65,107,105,107,86,4,FALSE,"Flying, Water, Bug, Grass, Ice, Steel","Ground, Ground, Rock, Water","Not Effective Against Ground, nan",#N/A,#N/A,humanoid,#C03028,12,400
479,RotomWash Rotom,Electric,Water,520,50,65,107,105,107,86,4,FALSE,"Flying, Water, Fire, Ground, Rock","Ground, Electric, Grass","Not Effective Against Ground, nan",#N/A,#N/A,humanoid,#C03028,14,870
479,RotomFrost Rotom,Electric,Ice,520,50,65,107,105,107,86,4,FALSE,"Flying, Water, Dragon, Flying, Grass, Ground","Ground, Fighting, Fire, Rock, Steel","Not Effective Against Ground, nan",#N/A,#N/A,fish,#6890F0,5,45
479,RotomFan Rotom,Electric,Flying,520,50,65,107,105,107,86,4,FALSE,"Flying, Water, Bug, Fighting, Grass","Ground, Electric, Ice, Rock","Not Effective Against Ground, Immune to Ground",#N/A,#N/A,upright,#6890F0,8,170
479,RotomMow Rotom,Electric,Grass,520,50,65,107,105,107,86,4,FALSE,"Flying, Water, Ground, Rock, Water","Ground, Bug, Fire, Flying, Ice, Poison","Not Effective Against Ground, nan",#N/A,#N/A,humanoid,#6890F0,15,620
480,Uxie,Psychic,,580,75,75,130,75,130,95,4,TRUE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,humanoid,#C03028,13,555
481,Mesprit,Psychic,,580,80,105,105,105,105,80,4,TRUE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,humanoid,#C03028,14,510
482,Azelf,Psychic,,580,75,125,70,125,70,115,4,TRUE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,armor,#A8B820,3,25
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,TRUE,"Fairy, Ice, Rock, Dragon","Fight, Fire, Ground, Dragon, Fairy, Ice","Immune to Poison, Not Effective Against Fairy",#N/A,#N/A,arms,#A8B820,5,73
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,TRUE,"Fire, Ground, Rock, Dragon","Electric, Grass, Dragon, Fairy, Ice","nan, Not Effective Against Fairy",#N/A,#N/A,humanoid,#A8B820,12,205
485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,TRUE,"Bug, Grass, Ice, Steel, Fairy, Ice, Rock","Ground, Rock, Water, Fight, Fire, Ground","nan, Immune to Poison",#N/A,#N/A,armor,#A8B820,4,53
486,Regigigas,Normal,,670,110,160,110,80,110,100,4,TRUE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,ball,#A8B820,12,585
487,GiratinaAltered Forme,Ghost,Dragon,680,150,100,120,100,120,90,4,TRUE,"Ghost, Psychic, Dragon","Dark, Ghost, Dragon, Fairy, Ice","Immune to fight, Normal; Not Effective Against Normal, Not Effective Against Fairy",#N/A,#N/A,armor,#A8B820,25,2005
487,GiratinaOrigin Forme,Ghost,Dragon,680,150,120,100,120,100,90,4,TRUE,"Ghost, Psychic, Dragon","Dark, Ghost, Dragon, Fairy, Ice","Immune to fight, Normal; Not Effective Against Normal, Not Effective Against Fairy",#N/A,#N/A,ball,#78C850,3,6
488,Cresselia,Psychic,,600,120,70,120,75,130,85,4,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,humanoid,#78C850,7,66
489,Phione,Water,,480,80,80,80,80,80,80,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,blob,#78C850,5,66
490,Manaphy,Water,,600,100,100,100,100,100,100,4,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,blob,#78C850,11,163
491,Darkrai,Dark,,600,70,90,90,135,90,125,4,TRUE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,#N/A,#N/A,fish,#6890F0,10,180
492,ShayminLand Forme,Grass,,600,100,100,100,100,100,100,4,TRUE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,quadruped,#E0C068,7,152
492,ShayminSky Forme,Grass,Flying,600,100,103,75,120,75,127,4,TRUE,"Ground, Rock, Water, Bug, Fighting, Grass","Bug, Fire, Flying, Ice, Poison, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,quadruped,#E0C068,10,334
493,Arceus,Normal,,720,120,120,120,120,120,120,4,TRUE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,upright,#E0C068,15,963
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,TRUE,"Fight, Poison, Bug, Grass, Ice, Steel","Bug, Dark, Ghost, Ground, Rock, Water","Not Effective Against Dark, nan",#N/A,#N/A,humanoid,#F08030,6,375
495,Snivy,Grass,,308,45,45,55,45,55,63,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,17,None,quadruped,#F08030,13,929
496,Servine,Grass,,413,60,60,75,60,75,83,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,36,None,blob,#78C850,10,280
497,Serperior,Grass,,528,75,75,95,75,95,113,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,armor,#A8B820,3,145
498,Tepig,Fire,,308,65,63,45,45,45,45,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,17,None,armor,#A8B820,14,2000
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,FALSE,"Bug, Grass, Ice, Steel, Dark, Ice, Normal, Rock, Steel","Ground, Rock, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",36,None,upright,#705848,6,118
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,FALSE,"Bug, Grass, Ice, Steel, Dark, Ice, Normal, Rock, Steel","Ground, Rock, Water, Fairy, Flying, Psychic","nan, Not Effective Against Ghost",#N/A,#N/A,upright,#705848,11,300
501,Oshawott,Water,,308,55,55,45,63,45,45,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,17,None,wings,#F85888,14,140
502,Dewott,Water,,413,75,75,60,83,60,60,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,36,None,arms,#705898,5,15
503,Samurott,Water,,528,95,100,85,108,70,70,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,blob,#705898,17,765
504,Patrat,Normal,,255,45,55,39,35,39,42,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,20,None,quadruped,#6890F0,7,165
505,Watchog,Normal,,420,60,85,69,60,69,77,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,upright,#6890F0,12,810
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,16,None,wings,#B8A038,5,95
507,Herdier,Normal,,370,65,80,65,35,65,60,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,32,None,wings,#B8A038,14,320
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,humanoid,#A040A0,6,310
509,Purrloin,Dark,,281,41,50,37,50,37,66,5,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,20,None,humanoid,#A040A0,19,1073
510,Liepard,Dark,,446,64,88,50,88,50,106,5,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,#N/A,#N/A,quadruped,#705848,7,125
511,Pansage,Grass,,316,50,53,48,53,48,64,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,upright,#705848,16,811
512,Simisage,Grass,,498,75,98,63,98,63,101,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,quadruped,#A8A878,4,58
513,Pansear,Fire,,316,50,53,48,53,48,64,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A,quadruped,#A8A878,5,75
514,Simisear,Fire,,498,75,98,63,98,63,101,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A,humanoid,#F85888,4,58
515,Panpour,Water,,316,50,53,48,53,48,64,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,humanoid,#F85888,7,180
516,Simipour,Water,,498,75,98,63,98,63,101,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,humanoid,#F85888,15,440
517,Munna,Psychic,,292,76,25,45,67,55,24,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,ball,#F85888,3,10
518,Musharna,Psychic,,487,116,55,85,107,95,29,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,ball,#F85888,6,80
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",21,None,arms,#F85888,10,201
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",32,None,wings,#6890F0,5,55
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,FALSE,"None, Bug, Fighting, Grass","Fighting, Electric, Ice, Rock","Immune to Ghost; Not Effective Against Ghost, Immune to Ground",#N/A,#N/A,wings,#6890F0,13,242
522,Blitzle,Electric,,295,45,60,32,50,32,76,5,FALSE,"Flying, Water",Ground,Not Effective Against Ground,27,None,blob,#98D8D8,4,57
523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,FALSE,"Flying, Water",Ground,Not Effective Against Ground,#N/A,#N/A,blob,#98D8D8,11,410
524,Roggenrola,Rock,,280,55,75,85,25,25,15,5,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,25,None,heads,#98D8D8,13,575
525,Boldore,Rock,,390,70,105,105,50,40,20,5,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,#N/A,#N/A,quadruped,#A8A878,6,195
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,FALSE,"Bug, Fire, Flying, Ice","Fight, Grass, Ground, Steel, Water",nan,#N/A,#N/A,quadruped,#A8A878,19,925
527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,FALSE,"Fight, Poison, Bug, Fighting, Grass","Bug, Dark, Ghost, Electric, Ice, Rock","Not Effective Against Dark, Immune to Ground",#N/A,#N/A,quadruped,#F8D030,4,50
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,FALSE,"Fight, Poison, Bug, Fighting, Grass","Bug, Dark, Ghost, Electric, Ice, Rock","Not Effective Against Dark, Immune to Ground",#N/A,#N/A,humanoid,#A8B820,5,59
529,Drilbur,Ground,,328,60,85,40,30,45,68,5,FALSE,"Electric, Fire, Poison, Rock, Steel","Grass, Ice, Water",Immune to Electric; Not Effective Against Flying,31,None,arms,#A8B820,10,330
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Fairy, Ice, Rock","Grass, Ice, Water, Fight, Fire, Ground","Immune to Electric; Not Effective Against Flying, Immune to Poison",#N/A,#N/A,arms,#78C850,2,10
531,Audino,Normal,,445,103,60,86,60,86,50,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,arms,#78C850,6,105
531,AudinoMega Audino,Normal,Fairy,545,103,60,126,80,126,50,5,FALSE,"None, Dark, Dragon, Fighting","Fighting, Poison, Steel","Immune to Ghost; Not Effective Against Ghost, Immune to Dragon",#N/A,#N/A,tentacles,#6890F0,12,330
532,Timburr,Fighting,,305,75,80,55,25,35,35,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,25,None,tentacles,#6890F0,22,1350
533,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A,fish,#6890F0,12,316
534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A,armor,#A8B820,1,6
535,Tympole,Water,,294,50,50,40,50,40,64,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,25,None,armor,#A8B820,8,143
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",36,None,ball,#78C850,6,188
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,FALSE,"Fire, Ground, Rock, Electric, Fire, Poison, Rock, Steel","Electric, Grass, Grass, Ice, Water","nan, Immune to Electric; Not Effective Against Flying",#N/A,#N/A,tentacles,#78C850,10,1100
538,Throh,Fighting,,465,120,100,85,30,85,45,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A,heads,#B8B8D0,3,210
539,Sawk,Fighting,,465,75,125,75,30,75,85,5,FALSE,"Dark, Ice, Normal, Rock, Steel","Fairy, Flying, Psychic",Not Effective Against Ghost,#N/A,#N/A,heads,#B8B8D0,6,510
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,FALSE,"Dark, Grass, Psychic, Ground, Rock, Water","Fire, Flying, Rock, Bug, Fire, Flying, Ice, Poison","nan, nan",20,None,heads,#B8B8D0,6,810
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,FALSE,"Dark, Grass, Psychic, Ground, Rock, Water","Fire, Flying, Rock, Bug, Fire, Flying, Ice, Poison","nan, nan",#N/A,#N/A,fish,#F8D030,2,3
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,FALSE,"Dark, Grass, Psychic, Ground, Rock, Water","Fire, Flying, Rock, Bug, Fire, Flying, Ice, Poison","nan, nan",#N/A,#N/A,fish,#F8D030,12,220
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,FALSE,"Dark, Grass, Psychic, Fairy, Grass","Fire, Flying, Rock, Ground, Psychic","nan, Not Effective Against Steel",22,None,fish,#F8D030,21,805
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,FALSE,"Dark, Grass, Psychic, Fairy, Grass","Fire, Flying, Rock, Ground, Psychic","nan, Not Effective Against Steel",30,None,upright,#F85888,5,90
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,FALSE,"Dark, Grass, Psychic, Fairy, Grass","Fire, Flying, Rock, Ground, Psychic","nan, Not Effective Against Steel",#N/A,#N/A,humanoid,#F85888,10,345
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,FALSE,"Ground, Rock, Water, Dark, Dragon, Fighting","Bug, Fire, Flying, Ice, Poison, Poison, Steel","nan, Immune to Dragon",#N/A,#N/A,blob,#705898,3,31
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,FALSE,"Ground, Rock, Water, Dark, Dragon, Fighting","Bug, Fire, Flying, Ice, Poison, Poison, Steel","nan, Immune to Dragon",#N/A,#N/A,arms,#705898,6,130
548,Petilil,Grass,,280,45,35,50,70,50,30,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,arms,#705898,10,343
549,Lilligant,Grass,,480,70,60,75,110,75,90,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,upright,#7038F8,6,180
550,Basculin,Water,,460,70,92,65,80,55,98,5,FALSE,"Fire, Ground, Rock","Electric, Grass",nan,#N/A,#N/A,upright,#7038F8,10,360
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Ghost, Psychic","Grass, Ice, Water, Bug, Fairy, Fight","Immune to Electric; Not Effective Against Flying, Immunce to Psychic",29,None,upright,#7038F8,18,1055
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Ghost, Psychic","Grass, Ice, Water, Bug, Fairy, Fight","Immune to Electric; Not Effective Against Flying, Immunce to Psychic",40,None,upright,#98D8D8,5,85
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,FALSE,"Electric, Fire, Poison, Rock, Steel, Ghost, Psychic","Grass, Ice, Water, Bug, Fairy, Fight","Immune to Electric; Not Effective Against Flying, Immunce to Psychic",#N/A,#N/A,quadruped,#98D8D8,26,2600
554,Darumaka,Fire,,315,70,90,45,15,45,50,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,35,None,ball,#98D8D8,11,1480
555,DarmanitanStandard Mode,Fire,,480,105,140,55,30,55,95,5,FALSE,"Bug, Grass, Ice, Steel","Ground, Rock, Water",nan,#N/A,#N/A,ball,#A8B820,4,77
555,DarmanitanZen Mode,Fire,Psychic,540,105,30,105,140,105,55,5,FALSE,"Bug, Grass, Ice, Steel, Fight, Poison","Ground, Rock, Water, Bug, Dark, Ghost","nan, Not Effective Against Dark",#N/A,#N/A,arms,#A8B820,8,253
556,Maractus,Grass,,461,75,86,67,106,67,60,5,FALSE,"Ground, Rock, Water","Bug, Fire, Flying, Ice, Poison",nan,#N/A,#N/A,fish,#E0C068,7,110
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,FALSE,"Dark, Grass, Psychic, Bug, Fire, Flying, Ice","Fire, Flying, Rock, Fight, Grass, Ground, Steel, Water","nan, nan",34,None,upright,#C03028,9,200
558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,FALSE,"Dark, Grass, Psychic, Bug, Fire, Flying, Ice","Fire, Flying, Rock, Fight, Grass, Ground, Steel, Water","nan, nan",#N/A,#N/A,upright,#C03028,14,355
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,FALSE,"Ghost, Psychic, Dark, Ice, Normal, Rock, Steel","Bug, Fairy, Fight, Fairy, Flying, Psychic","Immunce to Psychic, Not Effective Against Ghost",39,None,upright,#7038F8,16,1390
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,FALSE,"Ghost, Psychic, Dark, Ice, Normal, Rock, Steel","Bug, Fairy, Fight, Fairy, Flying, Psychic","Immunce to Psychic, Not Effective Against Ghost",#N/A,#N/A,humanoid,#E0C068,10,920
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,FALSE,"Fight, Poison, Bug, Fighting, Grass","Bug, Dark, Ghost, Electric, Ice, Rock","Not Effective Against Dark, Immune to Ground",#N/A,#N/A,humanoid,#E0C068,28,3300
562,Yamask,Ghost,,303,38,30,85,55,65,30,5,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",34,None,humanoid,#705848,5,102
563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,FALSE,"Ghost, Psychic","Dark, Ghost","Immune to fight, Normal; Not Effective Against Normal",#N/A,#N/A,humanoid,#705848,16,700
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,FALSE,"Fire, Ground, Rock, Bug, Fire, Flying, Ice","Electric, Grass, Fight, Grass, Ground, Steel, Water","nan, nan",37,None,quadruped,#A8A878,16,946
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,FALSE,"Fire, Ground, Rock, Bug, Fire, Flying, Ice","Electric, Grass, Fight, Grass, Ground, Steel, Water","nan, nan",#N/A,#N/A,wings,#A8A878,5,105
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,FALSE,"Bug, Fire, Flying, Ice, Bug, Fighting, Grass","Fight, Grass, Ground, Steel, Water, Electric, Ice, Rock","nan, Immune to Ground",37,None,wings,#A8A878,15,410
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,FALSE,"Bug, Fire, Flying, Ice, Bug, Fighting, Grass","Fight, Grass, Ground, Steel, Water, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,wings,#705848,5,90
568,Trubbish,Poison,,329,50,50,62,40,62,65,5,FALSE,"Fairy, Grass","Ground, Psychic",Not Effective Against Steel,36,None,wings,#705848,12,395
569,Garbodor,Poison,,474,80,95,82,60,82,75,5,FALSE,"Fairy, Grass","Ground, Psychic",Not Effective Against Steel,#N/A,#N/A,upright,#F08030,14,580
570,Zorua,Dark,,330,40,65,40,80,40,65,5,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,30,None,armor,#A8B820,3,330
571,Zoroark,Dark,,510,60,105,60,120,60,105,5,FALSE,"Ghost, Psychic","Bug, Fairy, Fight",Immunce to Psychic,#N/A,#N/A,quadruped,#705848,8,173
572,Minccino,Normal,,300,55,50,40,40,40,75,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,quadruped,#705848,14,500
573,Cinccino,Normal,,470,75,95,60,65,60,115,5,FALSE,None,Fighting,Immune to Ghost; Not Effective Against Ghost,#N/A,#N/A,upright,#705848,18,1600
574,Gothita,Psychic,,290,45,30,50,55,65,45,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,32,None,armor,#A8B820,11,288
575,Gothorita,Psychic,,390,60,45,70,75,85,55,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,41,None,bug-wings,#A8B820,16,460
576,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,quadruped,#B8B8D0,21,2500
577,Solosis,Psychic,,290,45,30,40,105,50,20,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,32,None,quadruped,#B8A038,19,2600
578,Duosion,Psychic,,370,65,40,50,125,60,30,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,41,None,quadruped,#78C850,20,2000
579,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,FALSE,"Fight, Poison","Bug, Dark, Ghost",Not Effective Against Dark,#N/A,#N/A,arms,#A890F0,15,630
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,FALSE,"Fire, Ground, Rock, Bug, Fighting, Grass","Electric, Grass, Electric, Ice, Rock","nan, Immune to Ground",35,None,arms,#F8D030,15,610
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,FALSE,"Fire, Ground, Rock, Bug, Fighting, Grass","Electric, Grass, Electric, Ice, Rock","nan, Immune to Ground",#N/A,#N/A,wings,#7038F8,32,3300
582,Vanillite,Ice,,305,36,50,50,65,60,44,5,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,35,None,upright,#7038F8,29,3450
583,Vanillish,Ice,,395,51,65,65,80,75,59,5,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,47,None,arms,#E0C068,15,680
584,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,FALSE,"Dragon, Flying, Grass, Ground","Fighting, Fire, Rock, Steel",nan,#N/A,#N/A,upright,#7038F8,30,3250
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,FALSE,"None, Ground, Rock, Water","Fighting, Bug, Fire, Flying, Ice, Poison","Immune to Ghost; Not Effective Against Ghost, nan",34,None,quadruped,#6890F0,14,485
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,FALSE,"None, Ground, Rock, Water","Fighting, Bug, Fire, Flying, Ice, Poison","Immune to Ghost; Not Effective Against Ghost, nan",#N/A,#N/A,humanoid,#A8A878,6,65
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,FALSE,"Flying, Water, Bug, Fighting, Grass","Ground, Electric, Ice, Rock","Not Effective Against Ground, Immune to Ground",#N/A,#N/A,humanoid,#A8B820,15,825
588,Karrablast,Bug,,315,50,75,45,40,45,60,5,FALSE,"Dark, Grass, Psychic","Fire, Flying, Rock",nan,#N/A,#N/A,upright,#78C850,4,90
